bookID;title;authors;average_rating;isbn;isbn13;language_code;num_pages;ratings_count;text_reviews_count;Colonne1;publication_date;publisher
1;The Lord of the Rings: Weapons and Warfare;Chris   Smith/Christopher  Lee/Richard Taylor;4,53;0618391002;9,78062E+12;eng;218;19822;46;19776;11/5/2003;Houghton Mifflin Harcourt
1;The Lord of the Rings: Complete Visual Companion;Jude Fisher;4,5;0618510826;9,78062E+12;eng;224;359;6;353;11/15/2004;Houghton Mifflin Harcourt
1;Agile Web Development with Rails: A Pragmatic Guide;Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz;3,84;097669400X;9,78098E+12;eng;558;1430;59;1371;7/28/2005;Pragmatic Bookshelf
1;Hatchet (Brian's Saga  #1);Gary Paulsen;3,72;0689840926;9,78069E+12;eng;208;270244;12017;258227;4/1/2000;Atheneum Books for Young Readers: Richard Jackson Books
1;"Hatchet: A Guide for Using ""Hatchet"" in the Classroom";Donna Ickes/Edward Sciranko/Keith Vasconcelles;4;1557344493;9,78156E+12;eng;48;36;2;34;8/28/1994;Teacher Created Resources
1;Guts: The True Stories behind Hatchet and the Brian Books;Gary Paulsen;3,88;0385326505;9,78039E+12;eng;144;2067;334;1733;1/23/2001;Delacorte Press
1;Molly Hatchet - 5 of the Best;Molly Hatchet;4,33;1575606240;9,78158E+12;eng;56;6;0;6;6/10/2003;Cherry Lane Music Company
1;Hatchet Jobs: Writings on Contemporary Fiction;Dale Peck;3,45;1595580271;9,7816E+12;en-US;228;99;16;83;11/1/2005;The New Press
1;A Changeling for All Seasons (Changeling Seasons #1);Angela Knight/Sahara Kelly/Judy Mays/Marteeka Karland/Kate Douglas/Shelby Morgen/Lacey Savage/Kate Hill/Willa Okati;3,76;1595962808;9,7816E+12;eng;304;167;4;163;11/1/2005;Changeling Press
1;Changeling (Changeling  #1);Delia Sherman;3,6;0670059676;9,78067E+12;eng;256;978;111;867;8/17/2006;Viking Juvenile
1;The Changeling Sea;Patricia A. McKillip;4,06;0141312629;9,78014E+12;eng;137;4454;302;4152;4/14/2003;Firebird
1;The Changeling;Zilpha Keatley Snyder;4,17;0595321801;9,7806E+12;eng;228;1176;96;1080;6/8/2004;iUniverse
1;The Changeling;Kate Horsley;3,55;1590301943;9,78159E+12;eng;339;301;43;258;4/12/2005;Shambhala
1;The Changeling (Daughters of England  #15);Philippa Carr;3,98;0449146979;9,78045E+12;eng;369;345;12;333;8/28/1990;Ivy Books
1;The Known World;Edward P. Jones;3,83;0061159174;9,78006E+12;eng;388;29686;2626;27060;8/29/2006;Amistad
1;The Known World;Edward P. Jones/Kevin R. Free;3,83;006076273X;9,78006E+12;en-US;14;55;12;43;6/15/2004;HarperAudio
1;The Known World;Edward P. Jones;3,83;0060749911;9,78006E+12;eng;576;22;3;19;6/15/2004;Harper
1;Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives;Satyajit Das;3,83;0273704745;9,78027E+12;eng;334;1456;82;1374;5/15/2006;FT Press
1;Artesia: Adventures in the Known World;Mark Smylie;4,13;1932386106;9,78193E+12;eng;352;52;4;48;12/14/2005;Archaia
1;The John McPhee Reader (John McPhee Reader  #1);John McPhee/William Howarth;4,42;0374517193;9,78037E+12;eng;416;562;37;525;6/1/1982;Farrar  Straus and Giroux
1;Uncommon Carriers;John McPhee;3,95;0374280398;9,78037E+12;en-US;248;1630;203;1427;5/16/2006;Farrar Straus Giroux
1;Heirs of General Practice;John McPhee;4,17;0374519749;9,78037E+12;eng;128;268;22;246;4/1/1986;Farrar  Straus and Giroux
1;The Control of Nature;John McPhee;4,24;0374522596;9,78037E+12;en-US;288;3498;305;3193;9/1/1990;Farrar  Straus and Giroux
1;Annals of the Former World;John McPhee;4,34;0374518734;9,78037E+12;eng;720;3115;228;2887;1/6/1999;Farrar  Straus and Giroux
1;Coming Into the Country;John McPhee;4,22;0374522871;9,78037E+12;eng;448;5704;261;5443;4/1/1991;Farrar  Straus and Giroux
1;La Place de la Concorde Suisse;John McPhee;3,92;0374519323;9,78037E+12;fre;160;698;52;646;4/1/1994;Farrar  Straus and Giroux
1;Giving Good Weight;John McPhee;4,23;0374516006;9,78037E+12;eng;288;542;36;506;4/1/1994;Farrar  Straus and Giroux
1;Rising from the Plains;John McPhee;4,23;0374520658;9,78037E+12;eng;208;1341;98;1243;11/1/1987;Farrar  Straus and Giroux
1;The Heidi Chronicles;Wendy Wasserstein;3,75;0822205106;9,78082E+12;eng;81;1423;70;1353;3/1/2002;Dramatists Play Service
1;The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic;Wendy Wasserstein;3,84;0679734996;9,78068E+12;eng;249;2766;64;2702;7/2/1991;Vintage
1;Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening;Heidi Hayes Jacobs;3,94;1596670231;9,7816E+12;eng;138;31;1;30;3/29/2006;Routledge
1;Simply Beautiful Beaded Jewelry;Heidi Boyd;3,77;1581807740;9,78158E+12;en-US;128;62;4;58;3/14/2006;North Light Books
1;Always Enough: God's Miraculous Provision Among the Poorest Children on Earth;Heidi Baker/Rolland Baker;4,46;0800793617;9,7808E+12;eng;192;860;53;807;9/1/2003;Chosen Books
1;Mapping the Big Picture: Integrating Curriculum & Assessment K-12;Heidi Hayes Jacobs;3,68;0871202867;9,78087E+12;en-US;108;77;2;75;1/28/1997;Association for Supervision & Curriculum Development
1;Heidi (Heidi  #1-2);Johanna Spyri/Beverly Cleary/Angelo  Rinaldi;3,99;0753454947;9,78075E+12;eng;352;153317;2257;151060;11/15/2002;Kingfisher
1;Getting Results with Curriculum Mapping;Heidi Hayes Jacobs;3,25;0871209993;9,78087E+12;eng;192;55;5;50;11/15/2004;ASCD
1;There's Always Enough: The Miraculous Move of God in Mozambique;Rolland Baker/Heidi Baker;4,46;1852402873;9,78185E+12;eng;192;34;6;28;4/28/2003;Sovereign World
1;What to Expect the First Year (What to Expect);Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome;3,89;0761129588;9,78076E+12;eng;832;11797;659;11138;10/16/2003;Workman Publishing Company
1;The Player's Handbook: The Ultimate Guide on Dating and Relationships;Heidi Fleiss/Libby Keatinge;3,82;0972016414;9,78097E+12;eng;123;34;8;26;5/10/2004;One Hour Entertainment
1;Simply Beautiful Beading: 53 Quick and Easy Projects;Heidi Boyd;3,78;1581805632;9,78158E+12;en-US;128;78;4;74;8/19/2004;North Light Books
1;God Emperor of Dune (Dune Chronicles  #4);Frank Herbert;3,84;0441294677;9,78044E+12;eng;423;2785;166;2619;6/15/1987;Ace Books
1;Chapterhouse: Dune (Dune Chronicles #6);Frank Herbert;3,91;0441102670;9,78044E+12;eng;436;38778;568;38210;7/1/1987;Ace Books
1;Dune Messiah (Dune Chronicles #2);Frank Herbert;3,88;0441172695;9,78044E+12;eng;331;97494;2359;95135;7/15/1987;Ace Books
1;Dreamer of Dune: The Biography of Frank Herbert;Brian Herbert;4,01;0765306476;9,78077E+12;en-US;592;784;21;763;7/1/2004;Tor Books
1;Heretics of Dune (Dune Chronicles  #5);Frank Herbert;3,86;0399128980;9,7804E+12;eng;480;272;20;252;4/16/1984;Putnam
1;The Road to Dune;Frank Herbert/Brian Herbert/Kevin J. Anderson;3,88;0765353709;9,78077E+12;eng;426;4789;83;4706;8/29/2006;Tor Science Fiction
1;Heretics of Dune (Dune Chronicles #5);Frank Herbert;3,86;0441328008;9,78044E+12;eng;471;45388;644;44744;8/15/1987;Ace Books
1;The Lord of the Rings: The Art of the Fellowship of the Ring;Gary Russell;4,59;0618212906;9,78062E+12;eng;192;26153;102;26051;6/12/2002;Houghton Mifflin Harcourt
1;The Power of One (The Power of One  #1);Bryce Courtenay;4,35;034541005X;9,78035E+12;eng;544;69167;4551;64616;9/29/1996;Ballantine Books
1;The Power of One (The Power of One  #1);Bryce Courtenay;4,35;0385732546;9,78039E+12;eng;291;45;13;32;9/13/2005;Delacorte Books for Young Readers
1;The Power of One: One Person  One Rule  One Month;John C. Maxwell/Stephen R. Graves/Thomas G. Addington;4,28;0785260056;9,78079E+12;en-US;256;16;1;15;11/1/2004;Thomas Nelson
1;Power of an Hour: Business and Life Mastery in One Hour a Week;Dave Lakhani;3,34;0471780936;9,78047E+12;eng;205;174;16;158;5/19/2006;Wiley
1;The Power of One: The Solo Play for Playwrights  Actors  and Directors;Louis E. Catron;3,67;0325001537;9,78033E+12;eng;240;10;0;10;2/7/2000;Heinemann Drama
1;How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days;Adam Ginsberg;3,48;006076287X;9,78006E+12;eng;336;76;9;67;5/3/2005;William Morrow Paperbacks
1;eBay for Dummies;Marsha Collier;3,5;0470045299;9,78047E+12;eng;386;111;9;102;10/30/2006;Wiley
1;What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond;Chris Malta/Lisa Suttora;3,62;0072262788;9,78007E+12;eng;260;24;0;24;1/24/2006;McGraw-Hill
1;Starting an eBay Business for Dummies;Marsha Collier;3,55;0764569244;9,78076E+12;eng;384;55;4;51;9/17/2004;Wiley
1;eBay: Top 100 Simplified Tips & Tricks;Julia Wilkinson;4,27;0471933821;9,78047E+12;eng;260;9;0;9;6/6/2006;Wiley
1;ebay Timesaving Techniques for Dummies;Marsha Collier;3,39;0764559915;9,78076E+12;en-US;391;22;1;21;5/31/2004;Wiley
1;eBay Business All-in-One Desk Reference for Dummies;Marsha Collier;3,89;0764584383;9,78076E+12;en-US;864;17;3;14;4/25/2005;Wiley
1;Ruby Cookbook;Lucas Carlson/Leonard Richardson;3,84;0596523696;9,7806E+12;eng;873;166;4;162;7/29/2006;O'Reilly Media
1;Ruby Ann's Down Home Trailer Park Cookbook;Ruby Ann Boxcar;4,12;0806523492;9,78081E+12;eng;240;50;5;45;5/3/2005;Citadel
1;Ruby Ann's Down Home Trailer Park BBQin' Cookbook;Ruby Ann Boxcar;4,08;0806525363;9,78081E+12;eng;206;13;2;11;5/3/2005;Citadel
1;Rails Cookbook: Recipes for Rapid Web Development with Ruby;Rob Orsini;3,48;0596527314;9,7806E+12;eng;514;64;1;63;1/1/2007;O'Reilly Media
1;Anna Karenina;Leo Tolstoy/Richard Pevear/Larissa Volokhonsky;4,05;0143035002;9,78014E+12;eng;838;16643;1851;14792;5/31/2004;Penguin Classics
1;Anna Karenina;Leo Tolstoy/David Magarshack/Priscilla Meyer;4,05;0451528611;9,78045E+12;eng;960;109420;5696;103724;11/5/2002;Signet
1;Anna Karenina;Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley;4,05;0140449175;9,78014E+12;eng;837;2904;309;2595;1/30/2003;Penguin Books
1;CliffsNotes on Tolstoy's Anna Karenina;Marianne Sturman/Leo Tolstoy;3,85;0822001837;9,78082E+12;eng;80;16;3;13;11/26/1965;Cliffs Notes
1;Anna Karenina;Leo Tolstoy/Amy Mandelker/Constance Garnett;4,05;1593080271;9,78159E+12;eng;803;9564;726;8838;7/1/2003;Barnes & Noble Classics
1;Anna Karenina;Leo Tolstoy/Louise Maude/Aylmer Maude;4,05;0486437965;9,78049E+12;eng;752;474;72;402;11/23/2004;Dover Publications
1;Anna Karenina;Leo Tolstoy/Constance Garnett/Amy Mandelker;4,05;1593081774;9,78159E+12;eng;803;303;48;255;8/26/2004;Barnes & Noble
1;Dinner with Anna Karenina;Gloria Goldreich;2,99;0778322270;9,78078E+12;eng;360;411;65;346;1/28/2006;Mira Books
1;Tolstoy: Anna Karenina;Anthony Thorlby;4,19;0521313252;9,78052E+12;eng;128;1204;33;1171;11/26/1987;Cambridge University Press
1;Untouchable;Mulk Raj Anand/E.M. Forster;3,71;0140183957;9,78014E+12;eng;160;3429;279;3150;7/3/1990;Penguin Books
1;The Untouchable;John Banville;3,95;0679767479;9,78068E+12;eng;367;2163;216;1947;6/30/1998;Vintage
1;The Untouchables;Eliot Ness/Oscar Fraley;3,89;1568491980;9,78157E+12;eng;256;613;31;582;2/1/1996;Buccaneer Books
1;Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India;Narendra Jadhav;3,82;0743270797;9,78074E+12;en-US;320;308;40;268;9/27/2005;Scribner
1;Dalit: The Black Untaouchables of India;V.T. Rajshekar/Y.N. Kly;4,2;0932863051;9,78093E+12;eng;100;10;0;10;1/28/1995;Clarity Press
1;Growing Up Untouchable in India: A Dalit Autobiography;Vasant Moon/Gail Omvedt/Eleanor Zelliot;3,65;0742508803;9,78074E+12;eng;224;16;4;12;12/20/2000;Rowman & Littlefield Publishers
1;The Evidence-Based Social Work Skills Book;Barry R. Cournoyer;3,4;0205358624;9,78021E+12;eng;216;10;0;10;9/22/2003;Pearson
1;"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom";John Carratello/Patty Carratello/Theresa Wright;4;1557344035;9,78156E+12;eng;48;17;0;17;9/28/1991;Teacher Created Resources
1;Wrinkles in Time;George Smoot/Keay Davidson;4,01;0380720442;9,78038E+12;eng;360;1035;23;1012;10/1/1994;Harper Perennial
1;A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1);Madeleine L'Engle;4;0821925326;9,78082E+12;eng;250;36;6;30;5/1/2002;EMC/Paradigm Publishing
1;Literature Circle Guide: A Wrinkle in Time;Tara MacCarthy;3,6;043927169X;9,78044E+12;eng;32;15;0;15;1/1/2002;Teaching Resources
1;Una arruga en el tiempo – A Wrinkle in Time;Madeleine L'Engle;4;0606105263;9,78061E+12;spa;205;6;1;5;6/1/1984;Turtleback Books
1;The Long Shadow (The Morland Dynasty  #6);Cynthia Harrod-Eagles;4,12;0751506435;9,78075E+12;eng;367;376;17;359;6/1/1994;Little  Brown Book Group
1;A Long Shadow (Inspector Ian Rutledge  #8);Charles Todd;4,11;006078671X;9,78006E+12;eng;352;3086;237;2849;1/3/2006;William Morrow
1;Long Way Round: Chasing Shadows Across the World;Ewan McGregor/Charley Boorman/Robert Uhlig;3,94;0743499344;9,78074E+12;en-US;320;352;44;308;11/1/2005;Atria Books
1;A Shadow in Summer (Long Price Quartet  #1);Daniel Abraham;3,6;0765313405;9,78077E+12;eng;331;9852;633;9219;3/7/2006;Tor Books
1;New Hope for the Dead (Hoke Mosely #2);Charles Willeford/James Lee Burke;3,9;1400032490;9,7814E+12;eng;244;821;78;743;8/10/2004;Vintage Crime/Black Lizard
1;Sideswipe: A Hoke Moseley Novel;Charles Willeford/Lawrence Block;4,05;1400032482;9,7814E+12;eng;215;731;72;659;3/8/2005;Vintage Crime/Black Lizard
1;Miami Blues (Hoke Moseley #1);Charles Willeford/Elmore Leonard;3,94;1400032466;9,7814E+12;eng;191;2897;178;2719;8/10/2004;Vintage Crime/Black Lizard
1;The Burnt Orange Heresy (Vintage Crime/Black Lizard);Charles Willeford;3,89;0679732527;9,78068E+12;eng;144;98;11;87;10/3/1990;Vintage
1;I am Charlotte Simmons;Tom Wolfe;3,42;0312424442;9,78031E+12;eng;738;20888;1688;19200;8/30/2005;Picador USA
1;Poetry for Young People: Edward Lear;Edward Lear/Laura Huliska-Beith/Edward Mendelson;3,91;0806930772;9,78081E+12;eng;48;66;19;47;10/1/2001;Sterling
1;The Puffin Book of Nonsense Verse;Quentin Blake;4,02;0140366601;9,78014E+12;eng;287;81;6;75;10/3/1996;Puffin
1;Henry Miller on Writing;Henry Miller/Thomas H. Moore;4,22;0811201120;9,78081E+12;eng;217;981;52;929;2/1/1964;New Directions Publishing
1;Quiet Days in Clichy;Henry Miller;3,69;080213016X;9,7808E+12;eng;154;3381;141;3240;1/13/1994;Grove Press
1;Tropic of Cancer;Henry Miller/Ji?í Níl;3,68;0802131786;9,7808E+12;eng;318;53206;2376;50830;1/6/1994;Grove Press
1;Tropic of Capricorn;Henry Miller;3,78;0802151825;9,7808E+12;eng;348;14872;459;14413;1/13/1994;Grove Press
1;Nexus (The Rosy Crucifixion  #3);Henry Miller;4,1;0802151787;9,7808E+12;eng;316;3261;58;3203;1/13/1994;Grove Press
1;Sexus (The Rosy Crucifixion  #1);Henry Miller;3,98;0802151809;9,7808E+12;eng;506;7805;251;7554;1/12/1994;Grove Press
1;The Air-Conditioned Nightmare;Henry Miller;3,83;0811201066;9,78081E+12;eng;292;2699;142;2557;1/17/1970;New Directions
1;The Portrait of a Lady;Henry James/Patricia Crick;3,78;0141439637;9,78014E+12;eng;797;61640;1951;59689;9/30/2003;Penguin Classics
1;The Portrait of a Lady;Henry James/Gabriel Brownstein/Mary Cregan;3,78;1593080964;9,78159E+12;eng;635;392;41;351;1/16/2004;Barnes  Noble Classics
1;Writing;Marguerite Duras;3,75;1571290532;9,78157E+12;eng;91;778;44;734;5/6/1999;Brookline Books
1;The War;Marguerite Duras/Barbara Bray;3,85;1565842219;9,78157E+12;eng;192;963;65;898;8/1/1994;The New Press
1;The Ravishing of Lol Stein;Marguerite Duras/Richard Seever;3,66;0394743040;9,78039E+12;en-US;181;2057;128;1929;3/12/1986;Pantheon
1;Love Letters;Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari;3,68;1851681825;9,78185E+12;eng;178;203;8;195;7/1/1999;One World (UK)
1;Kahlil Gibran: His Life and World;Jean Gibran/????? ???? ?????/Kahlil Gibran;4,21;156656249X;9,78157E+12;eng;464;35;2;33;4/1/1998;Interlink Publishing Group
1;The Beloved: Reflections on the Path of the Heart;Kahlil Gibran/John Walbridge/Robin Waterfield;4,19;014019553X;9,78014E+12;eng;102;328;16;312;1/1/1998;Penguin Books
1;Jesus the Son of Man;Kahlil Gibran/????? ???? ?????;3,98;0394431243;9,78039E+12;eng;216;1308;82;1226;2/21/1995;Knopf
1;The Broken Wings;Kahlil Gibran/????? ???? ?????/Anthony Rizcallah Ferris;3,92;0806501901;9,78081E+12;eng;132;6432;517;5915;3/3/2003;Citadel
1;Sand and Foam;Kahlil Gibran/????? ???? ?????;4,08;067943920X;9,78068E+12;eng;100;3015;217;2798;6/14/2011;Knopf
1;Treasure Island;Robert Louis Stevenson;3,83;0753453800;9,78075E+12;eng;311;318753;6734;312019;9/15/2001;Kingfisher
1;Treasure Island;Robert Louis Stevenson/Scott McKowen;3,83;1402714572;9,7814E+12;en-US;213;420;42;378;10/1/2004;Sterling Children's Books
1;Treasure Island;Robert Louis Stevenson;3,83;1416500294;9,78142E+12;eng;245;5967;276;5691;6/1/2005;Simon & Schuster
1;Treasure Island;Robert Louis Stevenson/N.C. Wyeth/Timothy Meis;3,83;0689854684;9,78069E+12;eng;64;104;14;90;7/1/2003;Atheneum Books for Young Readers
1;Treasure Island;Robert Louis Stevenson/Milo Winter;3,83;0517221144;9,78052E+12;en-US;272;56;4;52;9/3/2002;Gramercy Books
1;Treasure Island (Great Illustrated Classics);Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson;4,05;1577658051;9,78158E+12;eng;232;91;16;75;1/31/2006;Abdo Publishing Company
1;100 Years of Lynchings;Ralph Ginzburg;4,61;0933121180;9,78093E+12;eng;270;88;4;84;11/22/1996;Black Classic Press
1;Cien años de soledad;Gabriel García Márquez;4,07;0785950109;9,78079E+12;spa;448;63;7;56;1/1/1990;French & European
1;On Beyond Zebra!;Dr. Seuss;4,04;0394800842;9,78039E+12;eng;64;2815;164;2651;9/12/1955;Random House Books for Young Readers
1;The Wedding Clause;Debbie Raleigh;3,6;0821778250;9,78082E+12;eng;256;95;13;82;6/7/2005;Zebra
1;The Zebra Wall;Kevin Henkes;3,44;0060733039;9,78006E+12;eng;147;217;24;193;2/15/2005;Greenwillow Books
1;El perfume: Historia de un asesino;Patrick Süskind;4,02;8432216062;9,78843E+12;spa;239;4136;255;3881;6/1/2002;Booket
1;The Door Into Summer;Robert A. Heinlein;4,01;0345413997;9,78035E+12;eng;304;17232;649;16583;6/17/1997;Del Rey
1;Stranger in a Strange Land;Robert A. Heinlein;3,92;0441788386;9,78044E+12;eng;528;251872;6241;245631;10/1/1991;Ace
1;To Sail Beyond the Sunset;Robert A. Heinlein;3,87;0441748600;9,78044E+12;en-US;434;10293;193;10100;6/1/1988;Ace Books
1;Job: A Comedy of Justice;Robert A. Heinlein;3,78;0345316509;9,78035E+12;en-US;439;15970;438;15532;10/12/1985;Del Rey
1;Time for the Stars (Heinlein's Juveniles  #10);Robert A. Heinlein;3,97;0765314932;9,78077E+12;eng;256;6898;200;6698;8/8/2006;Tor Books
1;The Long Dark Tea-Time of the Soul (Dirk Gently  #2);Douglas Adams;4,06;0671742515;9,78067E+12;en-US;307;67803;1401;66402;2/15/1991;Pocket Books
1;The Salmon of Doubt (Dirk Gently  #3);Douglas Adams;3,93;0345455290;9,78035E+12;eng;298;22091;746;21345;4/26/2005;Del Rey
1;Wish You Were Here: The Official Biography of Douglas Adams;Nick  Webb;4,14;0345476514;9,78035E+12;eng;368;2623;49;2574;12/27/2005;Del Rey
1;Douglas Adams's Starship Titanic;Terry Jones;3,6;0345368436;9,78035E+12;eng;256;885;84;801;10/27/1998;Ballantine Books
1;Salmon of Doubt: Hitchhiking the Galaxy One Last Time;Douglas Adams/Christopher Cerf;3,93;1417622857;9,78142E+12;eng;336;5;0;5;7/1/2003;Turtleback Books
1;The Phantom Tollbooth: A Children's Play in Two Acts;Susan Nanus/Norton Juster;4,13;0573650969;9,78057E+12;eng;72;100;13;87;1/12/2011;Samuel French  Inc.
1;On Bullshit;Harry G. Frankfurt;3,57;0691122946;9,78069E+12;eng;67;9358;995;8363;1/30/2005;Princeton University Press
1;Another Bullshit Night in Suck City;Nick Flynn;3,78;0393329402;9,78039E+12;eng;347;9318;907;8411;9/12/2005;W. W. Norton & Company
1;Lincoln at Gettysburg: The Words That Remade America;Garry Wills;4,14;0671867423;9,78067E+12;en-US;317;120;15;105;6/12/1993;Simon & Schuster
1;The Gettysburg Address;Abraham Lincoln/Michael McCurdy;4,53;0395883970;9,7804E+12;eng;32;5239;76;5163;2/2/1998;HMH Books for Young Readers
1;Underworld;Don DeLillo;3,92;0684848155;9,78068E+12;eng;827;1505;175;1330;7/9/1998;Scribner
1;Libra;Don DeLillo;3,99;0140156046;9,78014E+12;eng;480;11857;564;11293;5/1/1991;Penguin
1;Americana;Don DeLillo;3,43;0140119485;9,78014E+12;eng;377;393;55;338;7/6/1989;Penguin Books
1;Running Dog;Don DeLillo;3,43;0679722947;9,78068E+12;eng;256;1356;72;1284;7/17/1989;Vintage Contemporaries
1;Cosmopolis;Don DeLillo;3,22;0743244257;9,78074E+12;eng;224;460;41;419;4/6/2004;Scribner
1;Great Jones Street;Don DeLillo;3,48;0140179178;9,78014E+12;eng;272;2492;145;2347;1/1/1994;Penguin Books
1;The Names;Don DeLillo;3,64;0679722955;9,78068E+12;eng;339;3100;212;2888;7/17/1989;Vintage
1;Against the Day;Thomas Pynchon;4,13;159420120X;9,78159E+12;eng;1085;5296;587;4709;11/21/2006;Penguin Press
1;V.;Thomas Pynchon;3,96;0060930217;9,78006E+12;eng;547;1415;177;1238;7/5/2005;Harper Perennial Modern Classics
1;The Crying of Lot 49;Thomas Pynchon;3,69;0060931671;9,78006E+12;eng;152;2161;230;1931;4/1/1999;Harper Perennial
